物件ID,行動名單,名稱,社區,公開地址,行政區,產品階段,住宅類型,登記用途,格局,樓層,總樓層,屋齡(年),電梯,管理費,最低刊登價(萬),最高刊登價(萬),有車位,總價含車位,車位價(萬),車位必買,預算判斷(8000萬),可確認總價(萬),預算判斷說明,主建物(坪),附屬建物(坪),主+附(坪),平台僅揭露之主+附合計(坪),共有部分(坪),車位(坪),權狀總坪,A口徑(主建物>=26),B口徑(主+附>=26),面積標示,最近出入口,步行公尺(估算),步行分鐘(估算),步行測量方式,位置精度,開價÷主建物(萬/坪),扣車位建坪單價(萬/坪),可售狀態,平台數,平台與物件編號,原始網址,查閱時間,臨路或巷內,主要生活機能,已深度查核,第一輪,主要優點,主要疑慮,待確認事項
XA-275,目前不符合條件,華誼信義9樓G,,台北市信義區,信義區,預售屋,電梯大樓,其他,--房(室)--廳--衛,9,24,0,有,,6916,6916,無,,,,符合,6916,"無車位，總價：6,916 萬 ≤ 預算 8,000 萬",24.02,1.79,25.81,,14.09,,39.89,不符合,不符合,兩種口徑皆未達 26 坪,,,,,district_only,287.93,173.38,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6632039,https://buy.yungching.com.tw/house/6632039,2026-09-20T13:34:02+08:00,,,,,屋齡 0 年，相對較新,主建物與主＋附皆未達 26 坪,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算；平台屋齡 0 年且格局未填；同建案在實價登錄為預售交易 → 列為預售屋。預計交屋時間刊登頁未揭露（建案層級的完工資訊見「市場與社區」頁的預售表）；登記用途含非純住家項目（其他）：能否作住宅使用、貸款成數與稅率需另行確認；不列入優先看屋；管理費未揭露
XA-276,目前不符合條件,華誼信義4樓G,,台北市信義區,信義區,預售屋,電梯大樓,其他,--房(室)--廳--衛,4,24,0,有,,6779,6779,無,,,,符合,6779,"無車位，總價：6,779 萬 ≤ 預算 8,000 萬",24.02,1.79,25.81,,14.09,,39.89,不符合,不符合,兩種口徑皆未達 26 坪,,,,,district_only,282.22,169.94,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6633296,https://buy.yungching.com.tw/house/6633296,2026-09-20T13:33:55+08:00,,,,,屋齡 0 年，相對較新,主建物與主＋附皆未達 26 坪,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算；平台屋齡 0 年且格局未填；同建案在實價登錄為預售交易 → 列為預售屋。預計交屋時間刊登頁未揭露（建案層級的完工資訊見「市場與社區」頁的預售表）；登記用途含非純住家項目（其他）：能否作住宅使用、貸款成數與稅率需另行確認；不列入優先看屋；管理費未揭露
XA-277,目前不符合條件,華誼信義11樓G,,台北市信義區,信義區,預售屋,電梯大樓,住家用,--房(室)--廳--衛,11,24,0,有,,6956,6956,無,,,,符合,6956,"無車位，總價：6,956 萬 ≤ 預算 8,000 萬",24.02,1.79,25.81,,14.08,,39.89,不符合,不符合,兩種口徑皆未達 26 坪,,,,,district_only,289.59,174.38,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6633673,https://buy.yungching.com.tw/house/6633673,2026-09-20T13:33:51+08:00,,,,,屋齡 0 年，相對較新,主建物與主＋附皆未達 26 坪,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算；平台屋齡 0 年且格局未填；同建案在實價登錄為預售交易 → 列為預售屋。預計交屋時間刊登頁未揭露（建案層級的完工資訊見「市場與社區」頁的預售表）；管理費未揭露
XA-278,目前不符合條件,華誼閱翠8樓G,,台北市信義區,信義區,預售屋,電梯大樓,其他,--房(室)--廳--衛,8,24,0,有,,6896,6896,無,,,,符合,6896,"無車位，總價：6,896 萬 ≤ 預算 8,000 萬",24.02,1.79,25.81,,14.09,,39.89,不符合,不符合,兩種口徑皆未達 26 坪,,,,,district_only,287.09,172.88,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6633817,https://buy.yungching.com.tw/house/6633817,2026-09-20T13:33:43+08:00,,,,,屋齡 0 年，相對較新,主建物與主＋附皆未達 26 坪,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算；平台屋齡 0 年且格局未填；同建案在實價登錄為預售交易 → 列為預售屋。預計交屋時間刊登頁未揭露（建案層級的完工資訊見「市場與社區」頁的預售表）；登記用途含非純住家項目（其他）：能否作住宅使用、貸款成數與稅率需另行確認；不列入優先看屋；管理費未揭露
XA-279,目前不符合條件,華誼閱翠7樓G,,台北市信義區,信義區,預售屋,電梯大樓,其他,--房(室)--廳--衛,7,24,0,有,,6878,6878,無,,,,符合,6878,"無車位，總價：6,878 萬 ≤ 預算 8,000 萬",24.02,1.79,25.81,,14.09,,39.89,不符合,不符合,兩種口徑皆未達 26 坪,,,,,district_only,286.34,172.42,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6634039,https://buy.yungching.com.tw/house/6634039,2026-09-20T13:33:41+08:00,,,,,屋齡 0 年，相對較新,主建物與主＋附皆未達 26 坪,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算；平台屋齡 0 年且格局未填；同建案在實價登錄為預售交易 → 列為預售屋。預計交屋時間刊登頁未揭露（建案層級的完工資訊見「市場與社區」頁的預售表）；登記用途含非純住家項目（其他）：能否作住宅使用、貸款成數與稅率需另行確認；不列入優先看屋；管理費未揭露
XA-280,目前不符合條件,華誼閱翠3樓G,,台北市信義區,信義區,預售屋,電梯大樓,其他,--房(室)--廳--衛,3,24,0,有,,6759,6759,無,,,,符合,6759,"無車位，總價：6,759 萬 ≤ 預算 8,000 萬",24.02,1.79,25.81,,14.08,,39.89,不符合,不符合,兩種口徑皆未達 26 坪,,,,,district_only,281.39,169.44,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6634686,https://buy.yungching.com.tw/house/6634686,2026-09-20T13:33:57+08:00,,,,,屋齡 0 年，相對較新,主建物與主＋附皆未達 26 坪,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算；平台屋齡 0 年且格局未填；同建案在實價登錄為預售交易 → 列為預售屋。預計交屋時間刊登頁未揭露（建案層級的完工資訊見「市場與社區」頁的預售表）；登記用途含非純住家項目（其他）：能否作住宅使用、貸款成數與稅率需另行確認；不列入優先看屋；管理費未揭露
XA-281,先補資料再決定,皇冠大樓｜敦化南路二段稀有正面林蔭兩房,皇冠大樓,台北市大安區敦化南路二段,大安區,中古屋,電梯大樓,住家用,2房(室)2廳1衛,5,12,48.8,有,"2,315元/月,月繳",4988,4988,無,,,,符合,4988,"無車位，總價：4,988 萬 ≤ 預算 8,000 萬",30.07,3.53,33.6,,4.49,,38.1,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,165.88,130.92,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6993445,https://buy.yungching.com.tw/house/6993445,2026-09-20T13:31:50+08:00,,,,,公設比低（約 12%）,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 8.5 分，誤差大）
XA-282,先補資料再決定,太平洋華園｜東區國館生活圈近捷運站,太平洋華園,台北市大安區忠孝東路四段,大安區,中古屋,華廈,住家用,6房(室)1廳2衛,2,7,48.3,有,,3828,3828,無,,,,符合,3828,"無車位，總價：3,828 萬 ≤ 預算 8,000 萬",30.04,5.25,35.29,,4.99,,40.27,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,127.43,95.06,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:6997406,https://buy.yungching.com.tw/house/6997406,2026-09-20T13:29:50+08:00,,,,,公設比低（約 12%）,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 15 分，誤差大）；管理費未揭露
XA-283,先補資料再決定,安和名邸｜安和捷運邊間美鼎,安和名邸,台北市大安區通化街,大安區,中古屋,華廈,住家用,5房(室)3廳3衛,7,7,41.8,有,,4388,4388,無,,,,符合,4388,"無車位，總價：4,388 萬 ≤ 預算 8,000 萬",34.92,4.85,39.77,,6.25,,46.02,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,125.66,95.35,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7111971,https://buy.yungching.com.tw/house/7111971,2026-09-20T13:29:22+08:00,,,,,主建物 34.92 坪，高於門檻 8.9 坪,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 7.5 分，誤差大）；管理費未揭露
XA-284,先補資料再決定,大安捷運站I超大面寬I三角窗店辦I獨立進出口,,台北市大安區大安路一段,大安區,中古屋,華廈,住家用,4房(室)2廳2衛,2,7,41.8,有,400元/月,6999,6999,有,是,,,符合,6999,"含車位總價：6,999 萬 ≤ 預算 8,000 萬",33.45,5.08,38.53,,,,38.53,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,,,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7196337,https://buy.yungching.com.tw/house/7196337,2026-09-20T13:29:06+08:00,,,,,主建物 33.45 坪，高於門檻 7.5 坪,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 19 分，誤差大）；總價含車位，但車位價格未拆分：無法計算扣車位後單價；車位面積未揭露：無法確認權狀坪數中有多少是車位
XA-286,先補資料再決定,吉星｜正敦南林蔭大道吉星豪邸雙仁愛學區,吉星,台北市大安區敦化南路一段,大安區,中古屋,電梯大樓,住家用,3房(室)2廳2衛,9,13,47.5,有,"3,250元/月,月繳",6900,6900,無,,,,符合,6900,"無車位，總價：6,900 萬 ≤ 預算 8,000 萬",38.38,4.6,42.98,,8.06,,51.04,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,179.78,135.19,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7274218,https://buy.yungching.com.tw/house/7274218,2026-09-20T13:28:44+08:00,,,,,主建物 38.38 坪，高於門檻 12.4 坪,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 14.5 分，誤差大）
XA-287,先補資料再決定,通化新城｜信義安和三房坡車中庭花園高樓邊間通風明亮住宅環境,通化新城,台北市大安區樂利路,大安區,中古屋,華廈,住家用,3房(室)2廳2衛,8,8,26.8,有,"3,000元/月,月繳",4880,4880,有,是,,,符合,4880,"含車位總價：4,880 萬 ≤ 預算 8,000 萬",30.54,2.79,33.33,,22.4,,55.73,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,,,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7299787,https://buy.yungching.com.tw/house/7299787,2026-09-20T13:31:14+08:00,,,,,總價 4880 萬，保留較多預算空間,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 9.5 分，誤差大）；總價含車位，但車位價格未拆分：無法計算扣車位後單價；車位面積未揭露：無法確認權狀坪數中有多少是車位
XA-288,先補資料再決定,皇家名宮｜世貿大露臺四房,皇家名宮,台北市信義區基隆路二段,信義區,中古屋,電梯大樓,住家用,4房(室)2廳2衛,8,15,41,有,,5588,5588,有,是,,,符合,5588,"含車位總價：5,588 萬 ≤ 預算 8,000 萬",34.52,39.6,74.12,,17.03,,91.16,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,,,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7308037,https://buy.yungching.com.tw/house/7308037,2026-09-20T13:32:55+08:00,,,,,主建物 34.52 坪，高於門檻 8.5 坪,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 12 分，誤差大）；總價含車位，但車位價格未拆分：無法計算扣車位後單價；車位面積未揭露：無法確認權狀坪數中有多少是車位；管理費未揭露
XA-289,目前不符合條件,敦化雙星｜面敦化南路第一排.敦化雙星面中庭管理景觀戶,敦化雙星,台北市大安區敦化南路一段,大安區,中古屋,電梯大樓,住家用,3房(室)2廳2衛,9,14,44.8,有,"11,500元/月,月繳",8800,8800,無,,,,超出預算,8800,"無車位，總價：8,800 萬 > 預算 8,000 萬",46.71,2.6,49.31,,7.56,,56.87,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,188.40,154.74,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7332515,https://buy.yungching.com.tw/house/7332515,2026-09-20T13:29:32+08:00,,,,,主建物 46.71 坪，高於門檻 20.7 坪,"超出 8,000 萬預算",位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 14.5 分，誤差大）
XA-290,先補資料再決定,三普名人巷｜忠孝敦化捷運站三普建設管理名邸,三普名人巷,台北市大安區仁愛路四段,大安區,中古屋,電梯大樓,住家用,4房(室)2廳2衛,3,13,36.6,有,,6580,6580,無,,,,符合,6580,"無車位，總價：6,580 萬 ≤ 預算 8,000 萬",35.15,4.52,39.67,,8.52,,48.2,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,187.20,136.51,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7345888,https://buy.yungching.com.tw/house/7345888,2026-09-20T13:31:18+08:00,,,,,主建物 35.15 坪，高於門檻 9.1 坪,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 6.5 分，誤差大）；管理費未揭露
XA-291,先補資料再決定,安和名園｜遠企採光佳邊間管理電梯四房,安和名園,台北市大安區安和路二段,大安區,中古屋,華廈,住家用,4房(室)2廳2衛,4,7,46,有,"2,455元/月,月繳",4680,4680,無,,,,符合,4680,"無車位，總價：4,680 萬 ≤ 預算 8,000 萬",31.81,7.68,39.49,,5.35,,44.84,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,147.12,104.37,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7411837,https://buy.yungching.com.tw/house/7411837,2026-09-20T13:29:14+08:00,,,,,公設比低（約 12%）,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 3.5 分，誤差大）
XA-292,先補資料再決定,國揚林園｜大安路一段｜國揚林園｜低公設有管理垃圾代收近公園,國揚林園,台北市大安區大安路一段,大安區,中古屋,華廈,住家用,4房(室)2廳2衛,4,7,49.7,有,,5668,5668,無,,,,符合,5668,"無車位，總價：5,668 萬 ≤ 預算 8,000 萬",42.01,6.08,48.09,,4.84,,52.93,符合,符合,主建物符合 26 坪,,,,無法估算：可用的公開資訊只有路段。僅提供「路段代表點（Nominatim）→ OSM 步行路網」的粗估供參考，誤差可達數百公尺；需取得門牌後重算或實走,road_only,134.92,107.08,研究日查得刊登頁，實際可售狀態待確認,1,永慶房屋:7427533,https://buy.yungching.com.tw/house/7427533,2026-09-20T13:29:46+08:00,,,,,主建物 42.01 坪，高於門檻 16.0 坪,位置待確認,位置待確認：刊登頁沒有可用的物件座標或門牌，步行時間無法可靠估算（路段代表點粗估約 19 分，誤差大）；管理費未揭露
